DEPENDENCIA,CONTA,CLASSE,N║ BMP,NOMECLATURA/COMPONENTE,N║ SERIE,N║ PN,N║ SISPAT,FCG,EIQUETA MET┴LICA,QTD,VL. ATUALIZ.,VL. DEPREC. ACUM.,VL. LIQUIDO,SITUACAO
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1424021,"Tablet Google Nexus 7"" Com ResolušŃo De 1280x800  Bateria De 4325 Mah  Processador Quad-Core Tegra 3 E Memˇria Interna De Armazenabento De 16 Gb  Interface De Rede Wifi 802.11 B/G/H  Sistema Operacional Android 4.1 (Jelly Bean), Aceler˘metro Gps, Magnet^Metro, Giroscˇpio.",,,,,,1,"578,92","260,4","318,52",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1424022,"Tablet Google Nexus 7"" Com ResolušŃo De 1280x800  Bateria De 4325 Mah  Processador Quad-Core Tegra 3 E Memˇria Interna De Armazenabento De 16 Gb  Interface De Rede Wifi 802.11 B/G/H  Sistema Operacional Android 4.1 (Jelly Bean), Aceler˘metro Gps, Magnet^Metro, Giroscˇpio.",,,,,,1,"578,92","260,4","318,52",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1424023,"Tablet Google Nexus 7"" Com ResolušŃo De 1280x800  Bateria De 4325 Mah  Processador Quad-Core Tegra 3 E Memˇria Interna De Armazenabento De 16 Gb  Interface De Rede Wifi 802.11 B/G/H  Sistema Operacional Android 4.1 (Jelly Bean), Aceler˘metro Gps, Magnet^Metro, Giroscˇpio.",,,,,,1,"578,92","260,4","318,52",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1424024,"Tablet Google Nexus 7"" Com ResolušŃo De 1280x800  Bateria De 4325 Mah  Processador Quad-Core Tegra 3 E Memˇria Interna De Armazenabento De 16 Gb  Interface De Rede Wifi 802.11 B/G/H  Sistema Operacional Android 4.1 (Jelly Bean), Aceler˘metro Gps, Magnet^Metro, Giroscˇpio.",,,,,,1,"578,92","260,4","318,52",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1424025,"Tablet Google Nexus 7"" Com ResolušŃo De 1280x800  Bateria De 4325 Mah  Processador Quad-Core Tegra 3 E Memˇria Interna De Armazenabento De 16 Gb  Interface De Rede Wifi 802.11 B/G/H  Sistema Operacional Android 4.1 (Jelly Bean), Aceler˘metro Gps, Magnet^Metro, Giroscˇpio.",,,,,,1,"578,92","260,4","318,52",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1424026,"Tablet Google Nexus 7"" Com ResolušŃo De 1280x800  Bateria De 4325 Mah  Processador Quad-Core Tegra 3 E Memˇria Interna De Armazenabento De 16 Gb  Interface De Rede Wifi 802.11 B/G/H  Sistema Operacional Android 4.1 (Jelly Bean), Aceler˘metro Gps, Magnet^Metro, Giroscˇpio.",,,,,,1,"578,92","260,4","318,52",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1424027,"Tablet Google Nexus 7"" Com ResolušŃo De 1280x800  Bateria De 4325 Mah  Processador Quad-Core Tegra 3 E Memˇria Interna De Armazenabento De 16 Gb  Interface De Rede Wifi 802.11 B/G/H  Sistema Operacional Android 4.1 (Jelly Bean), Aceler˘metro Gps, Magnet^Metro, Giroscˇpio.",,,,,,1,"578,92","260,4","318,52",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426364,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426365,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426366,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426367,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426368,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426369,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426370,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426371,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426372,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426373,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426374,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426375,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426376,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426377,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426378,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426379,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426380,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426381,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426382,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426383,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426384,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426385,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426386,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426387,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426388,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426389,Iphone 4s (Gsm) 64gb Preto Desbloqueado.,,,,,,1,"1091,57","491,4","600,17",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426400,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426401,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426402,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426403,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426404,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426405,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426406,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426407,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426408,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426409,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426410,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426411,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426412,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426413,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426414,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426415,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426416,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426417,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426418,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426419,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426420,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426421,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426422,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426423,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426424,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,10 - APARELHOS E EQUIPAMENTOS PARA ESPORTES E DIVERSŇES,,1426425,"Kindle Dx, Tela E-Ink De 9,7"" Com Tecnololgia E-Ink E ResolušŃo De 1200x824, Memˇria Interna De 4gb, Compatibilidade Com Rede De Dados 3g, AcessÝvel Mundialmente.",,,,,,1,"712,3","320,4","391,9",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,5744,855168,Refrigerador Cap. 360 Litros Branco 220v Marca Consul.,,,5744001,5744,,1,384,216,168,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,8627,855169,Refrigerador Marca Ge Capacidade 8 Pes Cubicos Par 110 V 50/60 Ciclos,2KO12360,,8627006,8627,,1,80,45,35,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,22227,855470,"Aparelho De Ar Condicionado , 18.000 Btu┤S , 220 V , Sˇ Frio , Marca Springer , Modelo Xcc185d .",73XCC118503D,,22227001,22227,,1,171,"96,74","74,26",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856151,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436001,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856152,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436002,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856153,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436003,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856154,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436004,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856155,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436005,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,55654,856156,Sistema De Ar Condicionado Tipo 30000 Btus Marca Springer Modelo Split Hi Wall C/ Unidade Condensadora 38xcb030515ms E Unidade Evaporadora 42mcb030515ls Frio 220v,,,55654002,55654,,1,3120,1755,1365,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,55723,856157,Fornecimento E Istalacao De Ar Condicionado 18000 Btu Tipo Split,,,55723001,55723,,1,4260,"2396,25","1863,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,55723,856158,Fornecimento E Istalacao De Ar Condicionado 18000 Btu Tipo Split,,,55723002,55723,,1,4260,"2396,25","1863,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,55723,856159,Fornecimento E Istalacao De Ar Condicionado 18000 Btu Tipo Split,,,55723003,55723,,1,4260,"2396,25","1863,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,55723,856160,Fornecimento E Istalacao De Ar Condicionado 18000 Btu Tipo Split,,,55723004,55723,,1,4260,"2396,25","1863,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,55723,856161,Fornecimento E Istalacao De Ar Condicionado 18000 Btu Tipo Split,,,55723005,55723,,1,4260,"2396,25","1863,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856199,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436006,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856200,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436007,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856201,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436008,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856202,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436009,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856203,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436010,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856204,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436011,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856205,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436012,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856206,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436013,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856207,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436014,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856208,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436015,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856209,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436016,56436,,1,"1673,96","949,4","724,56",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,12 - APARELHOS E UTENS═LIOS DOM╔STICOS,56436,856210,Aparelho De Ar Condicionado De 12000 Btu/H F.,,,56436017,56436,,1,"1673,96","949,4","724,56",A
